"ID" "EV" "WMLR" "WEV" "BWMLR" "BWEV" "CPN" "TCS" "ECI" "LIT" "AILI" "TILI" "MILI" "II"
"197" "GS496" 0.218931475029036 0.714285714285714 6.16666666666667 0.714285714285714 26.3333333333333 3 11 3.66666666666667 5 25 25 25 9.66666666666667
"198" "GS825" 0.241579558652729 1 6.26666666666667 0.857142857142857 24.3333333333333 3 22 7.33333333333333 7 3.25 13 7 5.33333333333333
"199" "GS013" 0.241579558652729 0.714285714285714 6.66666666666667 0.714285714285714 25.3333333333333 5 14 2.8 7 20 20 20 5.2
"200" "GS964" 0.172473867595819 0.857142857142857 1.5 0.857142857142857 3 7 32 4.57142857142857 8 2 2 2 1.28571428571429
"201" "GS135" 0.0882694541231127 0.428571428571429 1.46666666666667 0.285714285714286 5.33333333333333 1 2 2 4 18 36 34 NA
"202" "GS664" 0.25609756097561 0.857142857142857 7.9 0.785714285714286 37 3 19 6.33333333333333 5 17 17 17 7
"203" "GS003" 0.185830429732869 0.571428571428571 3.86666666666667 0.571428571428571 17.3333333333333 3 8 2.66666666666667 5 7.75 31 24 10.6666666666667
"204" "GS819" 0.255516840882695 0.857142857142857 7.86666666666667 0.785714285714286 34.3333333333333 4 19 4.75 6 17 17 17 5.5
"205" "GS770" 0.255516840882695 0.857142857142857 8.26666666666667 0.785714285714286 40.3333333333333 6 22 3.66666666666667 6 15 15 15 3.33333333333333
"206" "GS932" 0.241579558652729 1 9.46666666666667 0.928571428571429 44.3333333333333 3 24 8 5 12 12 12 5.33333333333333
"207" "GS1000" 0.142276422764228 1 3.76666666666667 1 6.33333333333333 4 35 8.75 4 4 4 4 1.75
"208" "GS693" 0.209059233449477 0.857142857142857 6 0.857142857142857 12 5 30 6 5 8 8 8 2.4
"209" "GS954" 0.218931475029036 1 6.96666666666667 1 26.3333333333333 3 27 9 5 5 10 8 4.33333333333333
"210" "GS884" 0.157955865272938 1 1.46666666666667 1 5.33333333333333 6 34 5.66666666666667 6 2 4 2 1.33333333333333
"211" "GS969" 0.185830429732869 1 2.26666666666667 0.928571428571429 4.33333333333333 6 32 5.33333333333333 6 3 6 4 1.66666666666667
"212" "GS896" 0.209059233449477 0.857142857142857 4 0.857142857142857 7 6 29 4.83333333333333 7 3.5 7 5 2
"213" "GS782" 0.241579558652729 0.857142857142857 7.06666666666667 0.714285714285714 25.3333333333333 3 15 5 5 8 24 19 8.66666666666667
